Sector,Orbit,Orbit_Start,Orbit_End,Camera,Cam_RA,Cam_Dec,Cam_Roll,ID
39.0,86.0,59375.36111111111,59389.225694444445,4,90.01,-66.56,280.76,86.0_4
40.0,87.0,59390.15277777778,59403.90625,1,282.30,26.28,97.42,87.0_1
40.0,87.0,59390.15277777778,59403.90625,2,277.61,50.01,100.38,87.0_2
40.0,87.0,59390.15277777778,59403.90625,3,262.98,73.14,293.53,87.0_3
40.0,87.0,59390.15277777778,59403.90625,4,143.44,79.24,51.66,87.0_4
40.0,88.0,59404.82986111111,59418.36111111111,1,282.30,26.28,97.42,88.0_1
40.0,88.0,59404.82986111111,59418.36111111111,2,277.61,50.01,100.38,88.0_2
40.0,88.0,59404.82986111111,59418.36111111111,3,262.98,73.14,293.53,88.0_3
40.0,88.0,59404.82986111111,59418.36111111111,4,143.44,79.24,51.66,88.0_4
41.0,89.0,59419.489583333336,59432.10763888889,1,301.95,30.34,108.71,89.0_1
41.0,89.0,59419.489583333336,59432.10763888889,2,289.56,52.55,117.09,89.0_2
41.0,89.0,59419.489583333336,59432.10763888889,3,254.91,70.99,328.21,89.0_3
41.0,89.0,59419.489583333336,59432.10763888889,4,180.26,68.99,39.45,89.0_4
41.0,90.0,59433.21875,59446.086805555555,1,301.95,30.34,108.71,90.0_1
41.0,90.0,59433.21875,59446.086805555555,2,289.56,52.55,117.09,90.0_2
41.0,90.0,59433.21875,59446.086805555555,3,254.91,70.99,328.21,90.0_3
41.0,90.0,59433.21875,59446.086805555555,4,180.26,68.99,39.45,90.0_4
42.0,91.0,59447.19097222222,59459.8125,1,339.85,-7.88,22.34,91.0_1
42.0,91.0,59447.19097222222,59459.8125,2,1.96,1.59,23.57,91.0_2
42.0,91.0,59447.19097222222,59459.8125,3,24.27,10.84,201.11,91.0_3
42.0,91.0,59447.19097222222,59459.8125,4,47.84,18.40,195.07,91.0_4
42.0,92.0,59460.739583333336,59472.666666666664,1,339.85,-7.88,22.34,92.0_1
42.0,92.0,59460.739583333336,59472.666666666664,2,1.96,1.59,23.57,92.0_2
42.0,92.0,59460.739583333336,59472.666666666664,3,24.27,10.84,201.11,92.0_3
42.0,92.0,59460.739583333336,59472.666666666664,4,47.84,18.40,195.07,92.0_4
43.0,93.0,59473.666666666664,59485.635416666664,1,14.64,6.87,23.04,93.0_1
43.0,93.0,59473.666666666664,59485.635416666664,2,37.49,15.50,18.54,93.0_2
43.0,93.0,59473.666666666664,59485.635416666664,3,62.01,21.64,190.61,93.0_3
43.0,93.0,59473.666666666664,59485.635416666664,4,87.95,23.99,180.40,93.0_4
43.0,94.0,59486.680555555555,59498.395833333336,1,14.64,6.87,23.04,94.0_1
43.0,94.0,59486.680555555555,59498.395833333336,2,37.49,15.50,18.54,94.0_2
43.0,94.0,59486.680555555555,59498.395833333336,3,62.01,21.64,190.61,94.0_3
43.0,94.0,59486.680555555555,59498.395833333336,4,87.95,23.99,180.40,94.0_4
44.0,95.0,59499.6875,59511.23263888889,1,51.11,19.23,14.87,95.0_1
44.0,95.0,59499.6875,59511.23263888889,2,76.50,23.54,5.47,95.0_2
44.0,95.0,59499.6875,59511.23263888889,3,102.72,23.61,174.83,95.0_3
44.0,95.0,59499.6875,59511.23263888889,4,128.16,19.41,165.36,95.0_4
44.0,96.0,59512.70138888889,59523.947916666664,1,51.11,19.23,14.87,96.0_1
44.0,96.0,59512.70138888889,59523.947916666664,2,76.50,23.54,5.47,96.0_2
44.0,96.0,59512.70138888889,59523.947916666664,3,102.72,23.61,174.83,96.0_3
44.0,96.0,59512.70138888889,59523.947916666664,4,128.16,19.41,165.36,96.0_4
45.0,97.0,59525.006944444445,59537.48611111111,1,91.85,23.99,359.67,97.0_1
45.0,97.0,59525.006944444445,59537.48611111111,2,117.81,21.67,349.45,97.0_2
45.0,97.0,59525.006944444445,59537.48611111111,3,142.33,15.56,161.50,97.0_3
45.0,97.0,59525.006944444445,59537.48611111111,4,165.20,6.93,156.97,97.0_4
45.0,98.0,59538.64236111111,59550.131944444445,1,91.85,23.99,359.67,98.0_1
45.0,98.0,59538.64236111111,59550.131944444445,2,117.81,21.67,349.45,98.0_2
45.0,98.0,59538.64236111111,59550.131944444445,3,142.33,15.56,161.50,98.0_3
45.0,98.0,59538.64236111111,59550.131944444445,4,165.20,6.93,156.97,98.0_4
46.0,99.0,59551.06597222222,59564.125,1,121.93,20.78,348.27,99.0_1
46.0,99.0,59551.06597222222,59564.125,2,146.19,14.28,340.85,99.0_2
46.0,99.0,59551.06597222222,59564.125,3,168.90,5.51,156.88,99.0_3
46.0,99.0,59551.06597222222,59564.125,4,190.92,-4.08,156.60,99.0_4
46.0,100.0,59565.51736111111,59578.27777777778,1,121.93,20.78,348.27,100.0_1
46.0,100.0,59565.51736111111,59578.27777777778,2,146.19,14.28,340.85,100.0_2
46.0,100.0,59565.51736111111,59578.27777777778,3,168.90,5.51,156.88,100.0_3
46.0,100.0,59565.51736111111,59578.27777777778,4,190.92,-4.08,156.60,100.0_4
47.0,101.0,59579.302083333336,59592.46875,1,119.09,39.11,78.27,101.0_1
47.0,101.0,59579.302083333336,59592.46875,2,129.33,62.28,70.17,101.0_2
47.0,101.0,59579.302083333336,59592.46875,3,187.34,80.64,194.10,101.0_3
47.0,101.0,59579.302083333336,59592.46875,4,270.00,66.56,113.37,101.0_4
47.0,102.0,59593.37847222222,59606.447916666664,1,119.09,39.11,78.27,102.0_1
47.0,102.0,59593.37847222222,59606.447916666664,2,129.33,62.28,70.17,102.0_2
47.0,102.0,59593.37847222222,59606.447916666664,3,187.34,80.64,194.10,102.0_3
47.0,102.0,59593.37847222222,59606.447916666664,4,270.00,66.56,113.37,102.0_4
48.0,103.0,59607.43402777778,59621.135416666664,1,151.83,30.83,68.36,103.0_1
48.0,103.0,59607.43402777778,59621.135416666664,2,166.08,52.45,58.70,103.0_2
48.0,103.0,59607.43402777778,59621.135416666664,3,203.00,69.41,205.82,103.0_3
48.0,103.0,59607.43402777778,59621.135416666664,4,270.00,66.56,142.75,103.0_4
48.0,104.0,59622.54513888889,59635.493055555555,1,151.83,30.83,68.36,104.0_1
48.0,104.0,59622.54513888889,59635.493055555555,2,166.08,52.45,58.70,104.0_2
48.0,104.0,59622.54513888889,59635.493055555555,3,203.00,69.41,205.82,104.0_3
48.0,104.0,59622.54513888889,59635.493055555555,4,270.00,66.56,142.75,104.0_4
49.0,105.0,59636.97222222222,59649.95138888889,1,179.67,19.82,65.28,105.0_1
49.0,105.0,59636.97222222222,59649.95138888889,2,192.72,41.10,58.53,105.0_2
49.0,105.0,59636.97222222222,59649.95138888889,3,217.48,59.54,219.10,105.0_3
49.0,105.0,59636.97222222222,59649.95138888889,4,270.00,66.56,171.55,105.0_4
49.0,106.0,59650.916666666664,59663.822916666664,1,179.67,19.82,65.28,106.0_1
49.0,106.0,59650.916666666664,59663.822916666664,2,192.72,41.10,58.53,106.0_2
49.0,106.0,59650.916666666664,59663.822916666664,3,217.48,59.54,219.10,106.0_3
49.0,106.0,59650.916666666664,59663.822916666664,4,270.00,66.56,171.55,106.0_4
50.0,107.0,59664.770833333336,59677.90972222222,1,204.39,9.21,67.61,107.0_1
50.0,107.0,59664.770833333336,59677.90972222222,2,214.82,31.16,63.94,107.0_2
50.0,107.0,59664.770833333336,59677.90972222222,3,231.60,51.76,232.60,107.0_3
50.0,107.0,59664.770833333336,59677.90972222222,4,270.00,66.56,199.04,107.0_4
50.0,108.0,59678.80902777778,59691.01736111111,1,204.39,9.21,67.61,108.0_1
50.0,108.0,59678.80902777778,59691.01736111111,2,214.82,31.16,63.94,108.0_2
50.0,108.0,59678.80902777778,59691.01736111111,3,231.60,51.76,232.60,108.0_3
50.0,108.0,59678.80902777778,59691.01736111111,4,270.00,66.56,199.04,108.0_4
51.0,109.0,59692.447916666664,59704.20138888889,1,227.75,0.91,73.67,109.0_1
51.0,109.0,59692.447916666664,59704.20138888889,2,234.94,23.88,72.09,109.0_2
51.0,109.0,59692.447916666664,59704.20138888889,3,245.38,46.36,245.95,109.0_3
51.0,109.0,59692.447916666664,59704.20138888889,4,270.00,66.56,225.02,109.0_4
51.0,110.0,59705.18402777778,59717.041666666664,1,227.75,0.91,73.67,110.0_1
51.0,110.0,59705.18402777778,59717.041666666664,2,234.94,23.88,72.09,110.0_2
51.0,110.0,59705.18402777778,59717.041666666664,3,245.38,46.36,245.95,110.0_3
51.0,110.0,59705.18402777778,59717.041666666664,4,270.00,66.56,225.02,110.0_4
52.0,111.0,59718.135416666664,59729.80902777778,1,255.37,26.58,81.19,111.0_1
52.0,111.0,59718.135416666664,59729.80902777778,2,260.96,50.20,77.65,111.0_2
52.0,111.0,59718.135416666664,59729.80902777778,3,278.24,72.97,242.12,111.0_3
52.0,111.0,59718.135416666664,59729.80902777778,4,30.09,78.17,131.93,111.0_4
52.0,112.0,59730.947916666664,59742.583333333336,1,255.37,26.58,81.19,112.0_1
52.0,112.0,59730.947916666664,59742.583333333336,2,260.96,50.20,77.65,112.0_2
52.0,112.0,59730.947916666664,59742.583333333336,3,278.24,72.97,242.12,112.0_3
52.0,112.0,59730.947916666664,59742.583333333336,4,30.09,78.17,131.93,112.0_4
53.0,113.0,59743.49652777778,59755.50347222222,1,273.21,25.61,91.94,113.0_1
53.0,113.0,59743.49652777778,59755.50347222222,2,271.99,49.59,92.70,113.0_2
53.0,113.0,59743.49652777778,59755.50347222222,3,268.11,73.53,276.19,113.0_3
53.0,113.0,59743.49652777778,59755.50347222222,4,106.92,82.18,77.02,113.0_4
53.0,114.0,59756.413194444445,59768.48611111111,1,273.21,25.61,91.94,114.0_1
53.0,114.0,59756.413194444445,59768.48611111111,2,271.99,49.59,92.70,114.0_2
53.0,114.0,59756.413194444445,59768.48611111111,3,268.11,73.53,276.19,114.0_3
53.0,114.0,59756.413194444445,59768.48611111111,4,106.92,82.18,77.02,114.0_4
54.0,115.0,59769.399305555555,59781.84375,1,297.99,-2.61,101.32,115.0_1
54.0,115.0,59769.399305555555,59781.84375,2,293.09,20.90,102.11,115.0_2
54.0,115.0,59769.399305555555,59781.84375,3,286.25,44.22,285.87,115.0_3
54.0,115.0,59769.399305555555,59781.84375,4,270.01,66.56,299.53,115.0_4
54.0,116.0,59783.052083333336,59795.635416666664,1,297.99,-2.61,101.32,116.0_1
54.0,116.0,59783.052083333336,59795.635416666664,2,293.09,20.90,102.11,116.0_2
54.0,116.0,59783.052083333336,59795.635416666664,3,286.25,44.22,285.87,116.0_3
54.0,116.0,59783.052083333336,59795.635416666664,4,270.01,66.56,299.53,116.0_4
55.0,117.0,59796.600694444445,59809.46527777778,1,322.03,4.06,109.25,117.0_1
55.0,117.0,59796.600694444445,59809.46527777778,2,313.41,26.60,111.58,117.0_2
55.0,117.0,59796.600694444445,59809.46527777778,3,300.40,48.35,299.65,117.0_3
55.0,117.0,59796.600694444445,59809.46527777778,4,270.00,66.57,325.77,117.0_4
55.0,118.0,59810.37152777778,59823.770833333336,1,322.03,4.06,109.25,118.0_1
55.0,118.0,59810.37152777778,59823.770833333336,2,313.41,26.60,111.58,118.0_2
55.0,118.0,59810.37152777778,59823.770833333336,3,300.40,48.35,299.65,118.0_3
55.0,118.0,59810.37152777778,59823.770833333336,4,270.00,66.57,325.77,118.0_4
56.0,119.0,59824.756944444445,59831.23263888889,1,345.36,14.96,114.99,119.0_1
56.0,119.0,59824.756944444445,59831.23263888889,2,333.05,36.30,120.43,119.0_2
56.0,119.0,59824.756944444445,59831.23263888889,3,311.76,55.43,316.01,119.0_3
56.0,119.0,59824.756944444445,59831.23263888889,4,266.08,65.86,356.48,119.0_4
56.0,119.0,59831.44097222222,59838.020833333336,1,345.36,14.96,114.99,119.0_1
56.0,119.0,59831.44097222222,59838.020833333336,2,333.05,36.30,120.43,119.0_2
56.0,119.0,59831.44097222222,59838.020833333336,3,311.76,55.43,316.01,119.0_3
56.0,119.0,59831.44097222222,59838.020833333336,4,266.08,65.86,356.48,119.0_4
56.0,120.0,59838.229166666664,59845.385416666664,1,11.28,26.11,115.34,120.0_1
56.0,120.0,59838.229166666664,59845.385416666664,2,356.47,47.06,124.35,120.0_2
56.0,120.0,59838.229166666664,59845.385416666664,3,325.10,63.84,330.67,120.0_3
56.0,120.0,59838.229166666664,59845.385416666664,4,267.38,65.20,23.58,120.0_4
56.0,120.0,59845.59027777778,59852.645833333336,1,11.28,26.11,115.34,120.0_1
56.0,120.0,59845.59027777778,59852.645833333336,2,356.47,47.06,124.35,120.0_2
56.0,120.0,59845.59027777778,59852.645833333336,3,325.10,63.84,330.67,120.0_3
56.0,120.0,59845.59027777778,59852.645833333336,4,267.38,65.20,23.58,120.0_4
57.0,121.0,59852.854166666664,59860.083333333336,1,40.55,36.24,109.60,121.0_1
57.0,121.0,59852.854166666664,59860.083333333336,2,25.58,58.12,120.81,121.0_2
57.0,121.0,59852.854166666664,59860.083333333336,3,337.32,73.79,345.69,121.0_3
57.0,121.0,59852.854166666664,59860.083333333336,4,269.23,64.86,50.44,121.0_4
57.0,121.0,59860.291666666664,59866.75347222222,1,40.55,36.24,109.60,121.0_1
57.0,121.0,59860.291666666664,59866.75347222222,2,25.58,58.12,120.81,121.0_2
57.0,121.0,59860.291666666664,59866.75347222222,3,337.32,73.79,345.69,121.0_3
57.0,121.0,59860.291666666664,59866.75347222222,4,269.23,64.86,50.44,121.0_4
57.0,122.0,59866.961805555555,59874.114583333336,1,73.73,42.23,97.69,122.0_1
57.0,122.0,59866.961805555555,59874.114583333336,2,66.08,65.85,104.01,122.0_2
57.0,122.0,59866.961805555555,59874.114583333336,3,344.03,84.29,4.86,122.0_3
57.0,122.0,59866.961805555555,59874.114583333336,4,271.19,64.90,76.49,122.0_4
57.0,122.0,59874.322916666664,59881.62152777778,1,73.73,42.23,97.69,122.0_1
57.0,122.0,59874.322916666664,59881.62152777778,2,66.08,65.85,104.01,122.0_2
57.0,122.0,59874.322916666664,59881.62152777778,3,344.03,84.29,4.86,122.0_3
57.0,122.0,59874.322916666664,59881.62152777778,4,271.19,64.90,76.49,122.0_4
58.0,123.0,59881.82986111111,59888.930555555555,1,107.90,42.08,83.45,123.0_1
58.0,123.0,59881.82986111111,59888.930555555555,2,114.40,65.80,78.08,123.0_2
58.0,123.0,59881.82986111111,59888.930555555555,3,196.61,85.14,176.90,123.0_3
58.0,123.0,59881.82986111111,59888.930555555555,4,272.86,65.28,101.68,123.0_4
58.0,123.0,59889.13888888889,59895.5625,1,107.90,42.08,83.45,123.0_1
58.0,123.0,59889.13888888889,59895.5625,2,114.40,65.80,78.08,123.0_2
58.0,123.0,59889.13888888889,59895.5625,3,196.61,85.14,176.90,123.0_3
58.0,123.0,59889.13888888889,59895.5625,4,272.86,65.28,101.68,123.0_4
58.0,124.0,59895.770833333336,59902.89236111111,1,128.39,-1.39,255.71,124.0_1
58.0,124.0,59895.770833333336,59902.89236111111,2,122.05,-24.59,254.25,124.0_2
58.0,124.0,59895.770833333336,59902.89236111111,3,112.66,-47.41,68.62,124.0_3
58.0,124.0,59895.770833333336,59902.89236111111,4,89.06,-68.26,48.23,124.0_4
58.0,124.0,59903.100694444445,59909.555555555555,1,128.39,-1.39,255.71,124.0_1
58.0,124.0,59903.100694444445,59909.555555555555,2,122.05,-24.59,254.25,124.0_2
58.0,124.0,59903.100694444445,59909.555555555555,3,112.66,-47.41,68.62,124.0_3
58.0,124.0,59903.100694444445,59909.555555555555,4,89.06,-68.26,48.23,124.0_4
59.0,125.0,59909.76388888889,59916.25,1,151.70,-9.27,249.09,125.0_1
59.0,125.0,59909.76388888889,59916.25,2,141.90,-31.48,245.60,125.0_2
59.0,125.0,59909.76388888889,59916.25,3,125.90,-52.46,54.68,125.0_3
59.0,125.0,59909.76388888889,59916.25,4,87.19,-67.91,20.49,125.0_4
59.0,125.0,59916.458333333336,59922.854166666664,1,151.70,-9.27,249.09,125.0_1
59.0,125.0,59916.458333333336,59922.854166666664,2,141.90,-31.48,245.60,125.0_2
59.0,125.0,59916.458333333336,59922.854166666664,3,125.90,-52.46,54.68,125.0_3
59.0,125.0,59916.458333333336,59922.854166666664,4,87.19,-67.91,20.49,125.0_4
59.0,126.0,59923.0625,59929.78472222222,1,175.21,-19.25,246.03,126.0_1
59.0,126.0,59923.0625,59929.78472222222,2,162.62,-40.70,239.61,126.0_2
59.0,126.0,59923.0625,59929.78472222222,3,138.70,-59.51,40.90,126.0_3
59.0,126.0,59923.0625,59929.78472222222,4,85.97,-67.27,353.01,126.0_4
59.0,126.0,59929.993055555555,59936.194444444445,1,175.21,-19.25,246.03,126.0_1
59.0,126.0,59929.993055555555,59936.194444444445,2,162.62,-40.70,239.61,126.0_2
59.0,126.0,59929.993055555555,59936.194444444445,3,138.70,-59.51,40.90,126.0_3
59.0,126.0,59929.993055555555,59936.194444444445,4,85.97,-67.27,353.01,126.0_4
60.0,127.0,59936.40277777778,59943.211805555555,1,200.61,-29.76,247.64,127.0_1
60.0,127.0,59936.40277777778,59943.211805555555,2,186.29,-51.26,238.14,127.0_2
60.0,127.0,59936.40277777778,59943.211805555555,3,150.90,-68.24,27.00,127.0_3
60.0,127.0,59936.40277777778,59943.211805555555,4,85.66,-66.48,325.85,127.0_4
60.0,127.0,59943.42013888889,59949.274305555555,1,200.61,-29.76,247.64,127.0_1
60.0,127.0,59943.42013888889,59949.274305555555,2,186.29,-51.26,238.14,127.0_2
60.0,127.0,59943.42013888889,59949.274305555555,3,150.90,-68.24,27.00,127.0_3
60.0,127.0,59943.42013888889,59949.274305555555,4,85.66,-66.48,325.85,127.0_4
60.0,128.0,59949.48263888889,59955.75,1,230.04,-38.58,255.17,128.0_1
60.0,128.0,59949.48263888889,59955.75,2,217.52,-61.29,245.39,128.0_2
60.0,128.0,59949.48263888889,59955.75,3,161.56,-78.20,11.91,128.0_3
60.0,128.0,59949.48263888889,59955.75,4,86.29,-65.70,299.08,128.0_4
60.0,128.0,59955.958333333336,59962.09027777778,1,230.04,-38.58,255.17,128.0_1
60.0,128.0,59955.958333333336,59962.09027777778,2,217.52,-61.29,245.39,128.0_2
60.0,128.0,59955.958333333336,59962.09027777778,3,161.56,-78.20,11.91,128.0_3
60.0,128.0,59955.958333333336,59962.09027777778,4,86.29,-65.70,299.08,128.0_4
61.0,129.0,59962.29861111111,59968.84027777778,1,264.05,-42.85,268.39,129.0_1
61.0,129.0,59962.29861111111,59968.84027777778,2,262.38,-66.83,267.00,129.0_2
61.0,129.0,59962.29861111111,59968.84027777778,3,139.09,-88.54,323.95,129.0_3
61.0,129.0,59962.29861111111,59968.84027777778,4,87.69,-65.11,272.81,129.0_4
61.0,129.0,59969.04861111111,59974.70486111111,1,264.05,-42.85,268.39,129.0_1
61.0,129.0,59969.04861111111,59974.70486111111,2,262.38,-66.83,267.00,129.0_2
61.0,129.0,59969.04861111111,59974.70486111111,3,139.09,-88.54,323.95,129.0_3
61.0,129.0,59969.04861111111,59974.70486111111,4,87.69,-65.11,272.81,129.0_4
61.0,130.0,59974.913194444445,59981.697916666664,1,298.62,-40.72,282.56,130.0_1
61.0,130.0,59974.913194444445,59981.697916666664,2,310.15,-63.75,291.88,130.0_2
61.0,130.0,59974.913194444445,59981.697916666664,3,16.76,-80.49,176.45,130.0_3
61.0,130.0,59974.913194444445,59981.697916666664,4,89.51,-64.84,247.19,130.0_4
61.0,130.0,59981.90625,59987.73263888889,1,298.62,-40.72,282.56,130.0_1
61.0,130.0,59981.90625,59987.73263888889,2,310.15,-63.75,291.88,130.0_2
61.0,130.0,59981.90625,59987.73263888889,3,16.76,-80.49,176.45,130.0_3
61.0,130.0,59981.90625,59987.73263888889,4,89.51,-64.84,247.19,130.0_4
62.0,131.0,59987.94097222222,59994.38888888889,1,328.77,-33.46,292.05,131.0_1
62.0,131.0,59987.94097222222,59994.38888888889,2,344.18,-54.91,303.01,131.0_2
62.0,131.0,59987.94097222222,59994.38888888889,3,26.18,-70.66,161.04,131.0_3
62.0,131.0,59987.94097222222,59994.38888888889,4,91.37,-64.93,222.35,131.0_4
62.0,131.0,59994.59722222222,60000.430555555555,1,328.77,-33.46,292.05,131.0_1
62.0,131.0,59994.59722222222,60000.430555555555,2,344.18,-54.91,303.01,131.0_2
62.0,131.0,59994.59722222222,60000.430555555555,3,26.18,-70.66,161.04,131.0_3
62.0,131.0,59994.59722222222,60000.430555555555,4,91.37,-64.93,222.35,131.0_4
62.0,132.0,60000.63888888889,60007.041666666664,1,354.17,-23.84,295.72,132.0_1
62.0,132.0,60000.63888888889,60007.041666666664,2,8.57,-44.78,304.00,132.0_2
62.0,132.0,60000.63888888889,60007.041666666664,3,37.54,-61.99,147.69,132.0_3
62.0,132.0,60000.63888888889,60007.041666666664,4,92.95,-65.32,198.11,132.0_4
62.0,132.0,60007.25,60013.65972222222,1,354.17,-23.84,295.72,132.0_1
62.0,132.0,60007.25,60013.65972222222,2,8.57,-44.78,304.00,132.0_2
62.0,132.0,60007.25,60013.65972222222,3,37.54,-61.99,147.69,132.0_3
62.0,132.0,60007.25,60013.65972222222,4,92.95,-65.32,198.11,132.0_4
63.0,133.0,60013.868055555555,60020.694444444445,1,350.71,-4.62,22.70,133.0_1
63.0,133.0,60013.868055555555,60020.694444444445,2,12.83,4.76,22.67,133.0_2
63.0,133.0,60013.868055555555,60020.694444444445,3,35.53,13.41,199.03,133.0_3
63.0,133.0,60013.868055555555,60020.694444444445,4,59.67,19.93,192.00,133.0_4
63.0,133.0,60020.90277777778,60026.899305555555,1,350.71,-4.62,22.70,133.0_1
63.0,133.0,60020.90277777778,60026.899305555555,2,12.83,4.76,22.67,133.0_2
63.0,133.0,60020.90277777778,60026.899305555555,3,35.53,13.41,199.03,133.0_3
63.0,133.0,60020.90277777778,60026.899305555555,4,59.67,19.93,192.00,133.0_4
63.0,134.0,60027.10763888889,60033.59722222222,1,40.03,14.98,17.32,134.0_1
63.0,134.0,60027.10763888889,60033.59722222222,2,64.55,20.68,9.69,134.0_2
63.0,134.0,60027.10763888889,60033.59722222222,3,90.32,22.75,180.02,134.0_3
63.0,134.0,60027.10763888889,60033.59722222222,4,116.10,20.69,170.34,134.0_4
63.0,134.0,60033.805555555555,60040.40625,1,40.03,14.98,17.32,134.0_1
63.0,134.0,60033.805555555555,60040.40625,2,64.55,20.68,9.69,134.0_2
63.0,134.0,60033.805555555555,60040.40625,3,90.32,22.75,180.02,134.0_3
63.0,134.0,60033.805555555555,60040.40625,4,116.10,20.69,170.34,134.0_4
64.0,135.0,60040.614583333336,60047.62152777778,1,95.97,22.75,357.22,135.0_1
64.0,135.0,60040.614583333336,60047.62152777778,2,121.51,19.58,347.85,135.0_2
64.0,135.0,60040.614583333336,60047.62152777778,3,145.60,13.03,160.99,135.0_3
64.0,135.0,60040.614583333336,60047.62152777778,4,168.29,4.41,157.49,135.0_4
64.0,135.0,60047.82986111111,60054.586805555555,1,95.97,22.75,357.22,135.0_1
64.0,135.0,60047.82986111111,60054.586805555555,2,121.51,19.58,347.85,135.0_2
64.0,135.0,60047.82986111111,60054.586805555555,3,145.60,13.03,160.99,135.0_3
64.0,135.0,60047.82986111111,60054.586805555555,4,168.29,4.41,157.49,135.0_4
64.0,136.0,60054.79513888889,60061.725694444445,1,87.11,42.92,92.12,136.0_1
64.0,136.0,60054.79513888889,60061.725694444445,2,84.92,66.89,93.95,136.0_2
64.0,136.0,60054.79513888889,60061.725694444445,3,327.32,88.19,31.22,136.0_3
64.0,136.0,60054.79513888889,60061.725694444445,4,271.88,65.01,86.33,136.0_4
64.0,136.0,60061.93402777778,60068.03125,1,87.11,42.92,92.12,136.0_1
64.0,136.0,60061.93402777778,60068.03125,2,84.92,66.89,93.95,136.0_2
64.0,136.0,60061.93402777778,60068.03125,3,327.32,88.19,31.22,136.0_3
64.0,136.0,60061.93402777778,60068.03125,4,271.88,65.01,86.33,136.0_4
65.0,137.0,60068.239583333336,60075.475694444445,1,137.52,66.78,64.51,137.0_1
65.0,137.0,60068.239583333336,60075.475694444445,2,220.12,79.83,343.99,137.0_2
65.0,137.0,60068.239583333336,60075.475694444445,3,275.32,61.57,110.87,137.0_3
65.0,137.0,60068.239583333336,60075.475694444445,4,286.00,38.50,102.52,137.0_4
65.0,137.0,60075.68402777778,60082.98263888889,1,137.52,66.78,64.51,137.0_1
65.0,137.0,60075.68402777778,60082.98263888889,2,220.12,79.83,343.99,137.0_2
65.0,137.0,60075.68402777778,60082.98263888889,3,275.32,61.57,110.87,137.0_3
65.0,137.0,60075.68402777778,60082.98263888889,4,286.00,38.50,102.52,137.0_4
65.0,138.0,60083.19097222222,60089.760416666664,1,171.87,56.84,54.60,138.0_1
65.0,138.0,60083.19097222222,60089.760416666664,2,218.55,71.10,11.91,138.0_2
65.0,138.0,60083.19097222222,60089.760416666664,3,280.01,63.06,134.38,138.0_3
65.0,138.0,60083.19097222222,60089.760416666664,4,302.93,43.06,115.70,138.0_4
65.0,138.0,60089.96875,60096.96527777778,1,171.87,56.84,54.60,138.0_1
65.0,138.0,60089.96875,60096.96527777778,2,218.55,71.10,11.91,138.0_2
65.0,138.0,60089.96875,60096.96527777778,3,280.01,63.06,134.38,138.0_3
65.0,138.0,60089.96875,60096.96527777778,4,302.93,43.06,115.70,138.0_4
66.0,139.0,60097.17361111111,60104.395833333336,1,196.64,45.81,55.91,139.0_1
66.0,139.0,60097.17361111111,60104.395833333336,2,226.62,62.86,31.10,139.0_2
66.0,139.0,60097.17361111111,60104.395833333336,3,283.20,65.34,159.42,139.0_3
66.0,139.0,60097.17361111111,60104.395833333336,4,319.88,50.40,127.80,139.0_4
66.0,139.0,60104.604166666664,60111.48263888889,1,196.64,45.81,55.91,139.0_1
66.0,139.0,60104.604166666664,60111.48263888889,2,226.62,62.86,31.10,139.0_2
66.0,139.0,60104.604166666664,60111.48263888889,3,283.20,65.34,159.42,139.0_3
66.0,139.0,60104.604166666664,60111.48263888889,4,319.88,50.40,127.80,139.0_4
66.0,140.0,60111.69097222222,60118.583333333336,1,218.00,35.99,62.60,140.0_1
66.0,140.0,60111.69097222222,60118.583333333336,2,237.55,56.00,48.26,140.0_2
66.0,140.0,60111.69097222222,60118.583333333336,3,283.80,67.98,186.73,140.0_3
66.0,140.0,60111.69097222222,60118.583333333336,4,337.36,59.86,137.85,140.0_4
66.0,140.0,60118.75,60125.93402777778,1,218.00,35.99,62.60,140.0_1
66.0,140.0,60118.75,60125.93402777778,2,237.55,56.00,48.26,140.0_2
66.0,140.0,60118.75,60125.93402777778,3,283.80,67.98,186.73,140.0_3
66.0,140.0,60118.75,60125.93402777778,4,337.36,59.86,137.85,140.0_4
67.0,141.0,60126.14236111111,60132.62152777778,1,238.24,28.71,72.20,141.0_1
67.0,141.0,60126.14236111111,60132.62152777778,2,249.67,51.12,64.71,141.0_2
67.0,141.0,60126.14236111111,60132.62152777778,3,280.85,70.39,216.96,141.0_3
67.0,141.0,60126.14236111111,60132.62152777778,4,357.65,70.50,143.46,141.0_4
67.0,141.0,60132.82986111111,60139.756944444445,1,238.24,28.71,72.20,141.0_1
67.0,141.0,60132.82986111111,60139.756944444445,2,249.67,51.12,64.71,141.0_2
67.0,141.0,60132.82986111111,60139.756944444445,3,280.85,70.39,216.96,141.0_3
67.0,141.0,60132.82986111111,60139.756944444445,4,357.65,70.50,143.46,141.0_4
67.0,142.0,60139.96527777778,60147.211805555555,1,258.01,24.74,83.22,142.0_1
67.0,142.0,60139.96527777778,60147.211805555555,2,262.17,48.51,80.69,142.0_2
67.0,142.0,60139.96527777778,60147.211805555555,3,274.36,71.85,249.88,142.0_3
67.0,142.0,60139.96527777778,60147.211805555555,4,33.61,80.77,131.93,142.0_4
67.0,142.0,60147.42013888889,60153.90277777778,1,258.01,24.74,83.22,142.0_1
